,campaign_number,user_engagement,banner,placement,displays,clicks,ad_spend_by_company_x,post_click_conversions,post_click_sales_amount
13921,camp 1,High,670 x 90,jkl,261,2,0.0,2,50.9497
13922,camp 1,High,670 x 90,mno,10410,44,4.0,42,2170.545
13923,camp 1,Low,670 x 90,def,40,0,0.0,0,0.0
13924,camp 1,Low,670 x 90,ghi,60,0,0.0,0,0.0
13925,camp 1,Low,670 x 90,mno,82,0,0.0,0,0.0
13926,camp 1,Medium,670 x 90,def,248,5,0.5455,0,0.0
13927,camp 1,Medium,670 x 90,ghi,656,5,0.5455,2,29.1706
13928,camp 1,Medium,670 x 90,jkl,23,0,0.0,0,0.0
13929,camp 1,Medium,670 x 90,mno,774,8,0.8728,0,0.0
13930,camp 1,High,728 x 90,abc,7322,66,7.0,38,1749.3366
13931,camp 1,High,728 x 90,def,39690,115,12.0,107,5379.1949
13932,camp 1,High,728 x 90,ghi,102257,1016,110.0,759,30984.3094
13933,camp 1,High,728 x 90,jkl,12880,53,5.0,54,1353.4949
13934,camp 1,High,728 x 90,mno,185767,649,70.0,534,25729.1872
13936,camp 1,Low,728 x 90,abc,44,1,0.1091,0,0.0
13937,camp 1,Low,728 x 90,def,413,1,0.1091,0,0.0
13938,camp 1,Low,728 x 90,ghi,256,0,0.0,0,0.0
13939,camp 1,Low,728 x 90,jkl,78,1,0.1091,0,0.0
13940,camp 1,Low,728 x 90,mno,1293,1,0.1091,0,0.0
13942,camp 1,Medium,728 x 90,abc,638,11,1.2001,0,0.0
13943,camp 1,Medium,728 x 90,def,3623,31,3.3821,10,400.9698
13944,camp 1,Medium,728 x 90,ghi,5343,133,14.5103,15,924.5545
13945,camp 1,Medium,728 x 90,jkl,1113,6,0.6562,0,0.0
13946,camp 1,Medium,728 x 90,mno,13634,106,11.5686,9,666.823
13948,camp 1,High,800 x 250,mno,6,0,0.0,0,0.0
13949,camp 3,High,240 x 400,def,1971,6,0.3273,0,0.0
13950,camp 3,High,240 x 400,ghi,9220,89,4.8549,6,804.0399
13951,camp 3,High,240 x 400,jkl,2820,15,0.8182,2,157.8813
13952,camp 3,High,240 x 400,mno,23337,45,2.4561,4,199.5182
13953,camp 3,Low,240 x 400,def,1512,8,0.4364,0,0.0
13954,camp 3,Low,240 x 400,ghi,1974,27,1.4755,0,0.0
13955,camp 3,Low,240 x 400,jkl,76,0,0.0,0,0.0
13956,camp 3,Low,240 x 400,mno,13990,20,1.091,0,0.0
13957,camp 3,Medium,240 x 400,def,3776,31,1.691,1,46.2993
13958,camp 3,Medium,240 x 400,ghi,7581,178,9.7105,7,780.8154
13959,camp 3,Medium,240 x 400,jkl,742,17,0.9273,0,0.0
13960,camp 3,Medium,240 x 400,mno,36081,121,6.6019,0,0.0
13961,camp 3,High,300 x 250,abc,90,0,0.0,0,0.0
13962,camp 3,High,300 x 250,def,2473,6,0.3273,0,0.0
13963,camp 3,High,300 x 250,ghi,1229,11,0.6,2,164.3319
13964,camp 3,High,300 x 250,jkl,370,3,0.1636,3,1325.238
13965,camp 3,High,300 x 250,mno,33919,103,5.6208,10,1805.4274
13966,camp 3,Low,300 x 250,abc,94,0,0.0,0,0.0
13967,camp 3,Low,300 x 250,def,2651,27,1.4735,0,0.0
13968,camp 3,Low,300 x 250,ghi,282,9,0.4909,0,0.0
13969,camp 3,Low,300 x 250,jkl,6,0,0.0,0,0.0
13970,camp 3,Low,300 x 250,mno,27827,48,2.6184,1,5.455
13971,camp 3,Medium,300 x 250,abc,306,1,0.0545,0,0.0
13972,camp 3,Medium,300 x 250,def,4593,26,1.4183,0,0.0
13973,camp 3,Medium,300 x 250,ghi,1071,47,2.5638,0,0.0
13974,camp 3,Medium,300 x 250,jkl,59,0,0.0,0,0.0
13975,camp 3,Medium,300 x 250,mno,61068,269,14.6776,3,643.7971
13976,camp 3,High,468 x 60,def,87,0,0.0,0,0.0
13977,camp 3,High,468 x 60,ghi,10,0,0.0,0,0.0
13978,camp 3,High,468 x 60,mno,450,0,0.0,0,0.0
13979,camp 3,Low,468 x 60,def,44,0,0.0,0,0.0
13980,camp 3,Low,468 x 60,ghi,4,0,0.0,0,0.0
13981,camp 3,Low,468 x 60,mno,461,0,0.0,0,0.0
13982,camp 3,Medium,468 x 60,def,125,2,0.1091,0,0.0
13983,camp 3,Medium,468 x 60,ghi,20,0,0.0,0,0.0
13984,camp 3,Medium,468 x 60,mno,1128,0,0.0,0,0.0
13985,camp 3,High,580 x 400,mno,6190,72,3.9282,2,131.1746
13986,camp 3,Low,580 x 400,mno,4769,53,2.8911,1,44.8673
13987,camp 3,Medium,580 x 400,mno,10400,165,9.0021,2,175.5412
13988,camp 3,High,670 x 90,def,522,1,0.0545,0,0.0
13989,camp 3,High,670 x 90,ghi,136,1,0.0545,0,0.0
13990,camp 3,High,670 x 90,jkl,35,0,0.0,0,0.0
13991,camp 3,High,670 x 90,mno,1829,11,0.6,0,0.0
13992,camp 3,Low,670 x 90,def,1488,5,0.2727,0,0.0
13993,camp 3,Low,670 x 90,ghi,176,0,0.0,0,0.0
13994,camp 3,Low,670 x 90,mno,1567,4,0.2182,0,0.0
13995,camp 3,Medium,670 x 90,def,1982,14,0.7637,0,0.0
13996,camp 3,Medium,670 x 90,ghi,93,2,0.1091,0,0.0
13997,camp 3,Medium,670 x 90,jkl,18,0,0.0,0,0.0
13998,camp 3,Medium,670 x 90,mno,3519,4,0.2182,0,0.0
13999,camp 3,High,728 x 90,abc,655,1,0.0545,0,0.0
14000,camp 3,High,728 x 90,def,5000,10,0.5455,1,5.5913
14001,camp 3,High,728 x 90,ghi,1266,18,0.9819,1,4.9504
14002,camp 3,High,728 x 90,jkl,1743,8,0.4364,0,0.0
14003,camp 3,High,728 x 90,mno,29562,70,3.8212,7,1067.1862
14005,camp 3,Low,728 x 90,abc,631,5,0.2727,0,0.0
14006,camp 3,Low,728 x 90,def,4632,4,0.2182,0,0.0
14007,camp 3,Low,728 x 90,ghi,222,2,0.1097,0,0.0
14008,camp 3,Low,728 x 90,jkl,60,0,0.0,0,0.0
14009,camp 3,Low,728 x 90,mno,30865,70,3.8191,0,0.0
14011,camp 3,Medium,728 x 90,abc,1944,8,0.4364,0,0.0
14012,camp 3,Medium,728 x 90,def,9951,44,2.4002,0,0.0
14013,camp 3,Medium,728 x 90,ghi,764,14,0.7637,0,0.0
14014,camp 3,Medium,728 x 90,jkl,630,2,0.1091,0,0.0
14015,camp 3,Medium,728 x 90,mno,53306,196,10.6945,2,43.7329
14017,camp 3,High,800 x 250,mno,3,0,0.0,0,0.0
14018,camp 3,Low,800 x 250,mno,3,0,0.0,0,0.0
14019,camp 3,Medium,800 x 250,mno,7,0,0.0,0,0.0
14020,camp 1,High,240 x 400,def,12482,65,7.0,33,1302.7232
14021,camp 1,High,240 x 400,ghi,232690,3550,392.0,1755,83439.0559
14022,camp 1,High,240 x 400,jkl,22989,179,19.0,103,5256.1023
14023,camp 1,High,240 x 400,mno,106255,482,53.0,370,17921.4475
14024,camp 1,Low,240 x 400,def,163,1,0.1104,0,0.0
14025,camp 1,Low,240 x 400,ghi,862,15,1.6569,0,0.0
14026,camp 1,Low,240 x 400,jkl,83,1,0.1104,0,0.0
14027,camp 1,Low,240 x 400,mno,736,9,0.9941,0,0.0
14028,camp 1,Medium,240 x 400,def,919,14,1.5459,8,347.3557
14029,camp 1,Medium,240 x 400,ghi,13429,418,46.1725,35,5047.8353
14030,camp 1,Medium,240 x 400,jkl,1408,26,2.872,1,67.8236
14031,camp 1,Medium,240 x 400,mno,7597,63,6.958,16,1015.1052
14032,camp 1,High,300 x 250,abc,2102,14,1.0,8,791.2675
14033,camp 1,High,300 x 250,def,23707,79,8.0,95,6549.5316
14034,camp 1,High,300 x 250,ghi,43082,400,44.0,264,12759.7416
14035,camp 1,High,300 x 250,jkl,4020,14,1.0,12,520.483
14036,camp 1,High,300 x 250,mno,212950,912,100.0,947,40717.6193
14037,camp 1,Low,300 x 250,abc,12,0,0.0,0,0.0
14038,camp 1,Low,300 x 250,def,157,0,0.0,0,0.0
14039,camp 1,Low,300 x 250,ghi,127,1,0.1104,0,0.0
14040,camp 1,Low,300 x 250,jkl,13,0,0.0,0,0.0
14041,camp 1,Low,300 x 250,mno,1739,13,1.436,0,0.0
14042,camp 1,Medium,300 x 250,abc,133,1,0.1104,0,0.0
14043,camp 1,Medium,300 x 250,def,2175,15,1.6569,1,28.3749
14044,camp 1,Medium,300 x 250,ghi,2064,67,7.3994,6,396.4339
14045,camp 1,Medium,300 x 250,jkl,328,3,0.3313,1,35.3892
14046,camp 1,Medium,300 x 250,mno,17735,148,16.3483,25,936.6486
14047,camp 1,High,468 x 60,def,776,0,0.0,0,0.0
14048,camp 1,High,468 x 60,ghi,398,0,0.0,0,0.0
14049,camp 1,High,468 x 60,jkl,10,0,0.0,0,0.0
14050,camp 1,High,468 x 60,mno,3112,6,0.0,3,317.1225
14051,camp 1,Low,468 x 60,def,1,0,0.0,0,0.0
14052,camp 1,Low,468 x 60,ghi,10,0,0.0,0,0.0
14053,camp 1,Low,468 x 60,mno,12,0,0.0,0,0.0
14054,camp 1,Medium,468 x 60,def,82,0,0.0,0,0.0
14055,camp 1,Medium,468 x 60,ghi,55,0,0.0,0,0.0
14056,camp 1,Medium,468 x 60,jkl,2,0,0.0,0,0.0
14057,camp 1,Medium,468 x 60,mno,237,0,0.0,0,0.0
14058,camp 1,High,580 x 400,mno,31387,400,44.0,280,13634.2945
14059,camp 1,Low,580 x 400,mno,321,0,0.0,0,0.0
14060,camp 1,Medium,580 x 400,mno,2038,39,4.308,6,657.2488
14061,camp 1,High,670 x 90,def,3237,15,1.0,22,927.1903
14062,camp 1,High,670 x 90,ghi,13214,71,7.0,30,1087.0351
14063,camp 1,High,670 x 90,jkl,272,1,0.0,0,0.0
14064,camp 1,High,670 x 90,mno,13010,74,8.0,58,3659.0186
14065,camp 1,Low,670 x 90,def,47,0,0.0,0,0.0
14066,camp 1,Low,670 x 90,ghi,39,0,0.0,0,0.0
14067,camp 1,Low,670 x 90,jkl,1,0,0.0,0,0.0
14068,camp 1,Low,670 x 90,mno,72,0,0.0,0,0.0
14069,camp 1,Medium,670 x 90,def,282,5,0.5523,1,9.3064
14070,camp 1,Medium,670 x 90,ghi,650,7,0.7732,1,59.0281
14071,camp 1,Medium,670 x 90,jkl,20,0,0.0,0,0.0
14072,camp 1,Medium,670 x 90,mno,956,17,1.8773,0,0.0
14073,camp 1,High,728 x 90,abc,8103,66,7.0,32,1754.3235
14074,camp 1,High,728 x 90,def,47546,119,13.0,58,2870.6926
14075,camp 1,High,728 x 90,ghi,116403,1163,128.0,691,31113.1615
14076,camp 1,High,728 x 90,jkl,15556,71,7.0,49,2996.875
14077,camp 1,High,728 x 90,mno,227657,771,85.0,542,22326.9093
14079,camp 1,Low,728 x 90,abc,76,0,0.0,0,0.0
14080,camp 1,Low,728 x 90,def,414,2,0.2209,0,0.0
14081,camp 1,Low,728 x 90,ghi,255,1,0.1104,2,3.8661
14082,camp 1,Low,728 x 90,jkl,100,0,0.0,0,0.0
14083,camp 1,Low,728 x 90,mno,1800,8,0.8831,0,0.0
14085,camp 1,Medium,728 x 90,abc,628,21,2.3197,5,539.3858
14086,camp 1,Medium,728 x 90,def,4669,27,2.9824,0,0.0
14087,camp 1,Medium,728 x 90,ghi,5775,156,17.23,15,689.1862
14088,camp 1,Medium,728 x 90,jkl,983,30,3.3138,0,0.0
14089,camp 1,Medium,728 x 90,mno,17282,145,16.0159,20,1110.3612
14091,camp 1,High,800 x 250,ghi,1,0,0.0,0,0.0
14092,camp 1,High,800 x 250,mno,5,0,0.0,0,0.0
14093,camp 3,High,240 x 400,def,2021,2,0.1104,0,0.0
14094,camp 3,High,240 x 400,ghi,8934,96,5.3019,13,1079.368
14095,camp 3,High,240 x 400,jkl,2662,16,0.8836,4,493.8341
14096,camp 3,High,240 x 400,mno,22558,58,3.2033,8,462.9323
14097,camp 3,Low,240 x 400,def,1747,6,0.3313,0,0.0
14098,camp 3,Low,240 x 400,ghi,1814,25,1.3807,0,0.0
14099,camp 3,Low,240 x 400,jkl,84,3,0.1656,0,0.0
14100,camp 3,Low,240 x 400,mno,12899,26,1.436,4,55.9766
14101,camp 3,Medium,240 x 400,def,4060,22,1.2137,4,243.3646
14102,camp 3,Medium,240 x 400,ghi,7260,199,10.9909,0,0.0
14103,camp 3,Medium,240 x 400,jkl,685,19,1.0493,0,0.0
14104,camp 3,Medium,240 x 400,mno,33201,165,9.1128,2,105.8333
14105,camp 3,High,300 x 250,abc,78,0,0.0,0,0.0
14106,camp 3,High,300 x 250,def,2472,4,0.2209,0,0.0
14107,camp 3,High,300 x 250,ghi,1181,11,0.6075,1,137.6356
14108,camp 3,High,300 x 250,jkl,314,0,0.0,0,0.0
14109,camp 3,High,300 x 250,mno,32707,86,4.749,7,300.6422
14110,camp 3,Low,300 x 250,abc,75,0,0.0,0,0.0
14111,camp 3,Low,300 x 250,def,2883,31,1.7121,0,0.0
14112,camp 3,Low,300 x 250,ghi,259,5,0.2761,0,0.0
14113,camp 3,Low,300 x 250,jkl,11,0,0.0,0,0.0
14114,camp 3,Low,300 x 250,mno,28958,74,4.0868,5,142.8873
14115,camp 3,Medium,300 x 250,abc,250,0,0.0,0,0.0
14116,camp 3,Medium,300 x 250,def,5093,25,1.3807,1,85.5666
14117,camp 3,Medium,300 x 250,ghi,1062,51,2.8167,0,0.0
14118,camp 3,Medium,300 x 250,jkl,51,0,0.0,0,0.0
14119,camp 3,Medium,300 x 250,mno,62302,304,16.7894,1,73.937
14120,camp 3,High,468 x 60,def,101,0,0.0,0,0.0
14121,camp 3,High,468 x 60,ghi,3,0,0.0,0,0.0
14122,camp 3,High,468 x 60,mno,374,0,0.0,0,0.0
14123,camp 3,Low,468 x 60,def,28,0,0.0,0,0.0
14124,camp 3,Low,468 x 60,ghi,13,0,0.0,0,0.0
14125,camp 3,Low,468 x 60,mno,245,0,0.0,0,0.0
14126,camp 3,Medium,468 x 60,def,105,0,0.0,0,0.0
14127,camp 3,Medium,468 x 60,ghi,10,1,0.0552,0,0.0
14128,camp 3,Medium,468 x 60,mno,784,0,0.0,0,0.0
14129,camp 3,High,580 x 400,mno,6463,44,2.4301,1,48.6723
14130,camp 3,Low,580 x 400,mno,4666,32,1.7671,5,98.1035
14131,camp 3,Medium,580 x 400,mno,10738,195,10.7697,0,0.0
14132,camp 3,High,670 x 90,def,405,1,0.0552,0,0.0
14133,camp 3,High,670 x 90,ghi,155,1,0.0552,0,0.0
14134,camp 3,High,670 x 90,jkl,23,0,0.0,0,0.0
14135,camp 3,High,670 x 90,mno,1768,2,0.1104,0,0.0
14136,camp 3,Low,670 x 90,def,1439,12,0.6625,0,0.0
14137,camp 3,Low,670 x 90,ghi,235,0,0.0,0,0.0
14138,camp 3,Low,670 x 90,mno,1674,2,0.1104,0,0.0
14139,camp 3,Medium,670 x 90,def,1701,16,0.8836,0,0.0
14140,camp 3,Medium,670 x 90,ghi,131,1,0.0552,0,0.0
14141,camp 3,Medium,670 x 90,jkl,12,0,0.0,0,0.0
14142,camp 3,Medium,670 x 90,mno,3569,3,0.1656,0,0.0
14143,camp 3,High,728 x 90,abc,564,2,0.1104,3,619.2499
14144,camp 3,High,728 x 90,def,4930,13,0.718,1,91.9596
14145,camp 3,High,728 x 90,ghi,1218,12,0.6627,3,163.318
14146,camp 3,High,728 x 90,jkl,1656,5,0.2761,3,695.6067
14147,camp 3,High,728 x 90,mno,31148,82,4.5286,8,2105.5614
14149,camp 3,Low,728 x 90,abc,561,0,0.0,0,0.0
14150,camp 3,Low,728 x 90,def,4775,4,0.2209,0,0.0
14151,camp 3,Low,728 x 90,ghi,229,1,0.0552,0,0.0
14152,camp 3,Low,728 x 90,jkl,77,1,0.0552,0,0.0
14153,camp 3,Low,728 x 90,mno,33240,87,4.8048,0,0.0
14155,camp 3,Medium,728 x 90,abc,1732,4,0.2209,0,0.0
14156,camp 3,Medium,728 x 90,def,9705,32,1.7673,0,0.0
14157,camp 3,Medium,728 x 90,ghi,734,14,0.7732,1,211.2309
14158,camp 3,Medium,728 x 90,jkl,652,9,0.497,0,0.0
14159,camp 3,Medium,728 x 90,mno,57928,222,12.2605,6,475.4278
14161,camp 3,Low,800 x 250,mno,3,0,0.0,0,0.0
14162,camp 3,Medium,800 x 250,mno,5,0,0.0,0,0.0
14163,camp 1,High,240 x 400,def,10550,35,3.0,24,575.0524
14164,camp 1,High,240 x 400,ghi,195562,3109,341.0,1783,77476.6716
14165,camp 1,High,240 x 400,jkl,21575,138,15.0,92,3535.2981
14166,camp 1,High,240 x 400,mno,87307,324,35.0,258,15713.8622
14167,camp 1,Low,240 x 400,def,88,0,0.0,0,0.0
14168,camp 1,Low,240 x 400,ghi,550,9,0.9895,1,3.0784
14169,camp 1,Low,240 x 400,jkl,75,0,0.0,0,0.0
14170,camp 1,Low,240 x 400,mno,500,2,0.2198,0,0.0
14171,camp 1,Medium,240 x 400,def,739,7,0.7696,0,0.0
14172,camp 1,Medium,240 x 400,ghi,10475,399,43.8694,42,2526.4944
14173,camp 1,Medium,240 x 400,jkl,1374,34,3.7411,2,46.6681
14174,camp 1,Medium,240 x 400,mno,6280,35,3.848,11,516.1494
14175,camp 1,High,300 x 250,abc,1803,5,0.0,5,254.4202
14176,camp 1,High,300 x 250,def,20481,68,7.0,45,2714.0158
14177,camp 1,High,300 x 250,ghi,33600,323,35.0,238,12491.1865
14178,camp 1,High,300 x 250,jkl,3215,7,0.0,3,144.1101
14179,camp 1,High,300 x 250,mno,185068,777,85.0,937,42533.3789
14180,camp 1,Low,300 x 250,abc,13,0,0.0,0,0.0
14181,camp 1,Low,300 x 250,def,151,1,0.1099,0,0.0
14182,camp 1,Low,300 x 250,ghi,89,2,0.2198,0,0.0
14183,camp 1,Low,300 x 250,jkl,11,0,0.0,0,0.0
14184,camp 1,Low,300 x 250,mno,1489,5,0.5497,1,39.3327
14185,camp 1,Medium,300 x 250,abc,152,0,0.0,0,0.0
14186,camp 1,Medium,300 x 250,def,1623,13,1.4292,0,0.0
14187,camp 1,Medium,300 x 250,ghi,1394,39,4.2886,1,270.1682
14188,camp 1,Medium,300 x 250,jkl,200,0,0.0,0,0.0
14189,camp 1,Medium,300 x 250,mno,14436,113,12.4245,20,4469.5413
14190,camp 1,High,468 x 60,def,629,0,0.0,0,0.0
14191,camp 1,High,468 x 60,ghi,543,0,0.0,0,0.0
14192,camp 1,High,468 x 60,jkl,7,0,0.0,0,0.0
14193,camp 1,High,468 x 60,mno,2954,2,0.0,2,35.373
14194,camp 1,Low,468 x 60,def,3,0,0.0,0,0.0
14195,camp 1,Low,468 x 60,ghi,5,0,0.0,0,0.0
14196,camp 1,Low,468 x 60,mno,41,0,0.0,0,0.0
14197,camp 1,Medium,468 x 60,def,67,1,0.1099,0,0.0
14198,camp 1,Medium,468 x 60,ghi,89,0,0.0,0,0.0
14199,camp 1,Medium,468 x 60,jkl,2,0,0.0,0,0.0
14200,camp 1,Medium,468 x 60,mno,336,0,0.0,0,0.0
14201,camp 1,High,580 x 400,mno,28208,287,31.0,283,13825.1068
14202,camp 1,Low,580 x 400,mno,203,2,0.2198,1,84.1077
14203,camp 1,Medium,580 x 400,mno,2028,38,4.1786,7,166.3078
14204,camp 1,High,670 x 90,def,2989,12,1.0,6,415.8248
14205,camp 1,High,670 x 90,ghi,5635,38,4.0,15,376.7257
14206,camp 1,High,670 x 90,jkl,279,3,0.0,0,0.0
14207,camp 1,High,670 x 90,mno,11506,53,5.0,32,1519.3613
14208,camp 1,Low,670 x 90,def,40,0,0.0,0,0.0
14209,camp 1,Low,670 x 90,ghi,17,0,0.0,0,0.0
14210,camp 1,Low,670 x 90,mno,86,1,0.1099,0,0.0
14211,camp 1,Medium,670 x 90,def,254,2,0.2198,0,0.0
14212,camp 1,Medium,670 x 90,ghi,219,1,0.1099,0,0.0
14213,camp 1,Medium,670 x 90,jkl,8,0,0.0,0,0.0
14214,camp 1,Medium,670 x 90,mno,729,2,0.2198,0,0.0
14215,camp 1,High,728 x 90,abc,6994,71,7.0,43,1602.88
14216,camp 1,High,728 x 90,def,40440,90,9.0,90,3975.5274
14217,camp 1,High,728 x 90,ghi,103096,1046,115.0,707,30549.6659
14218,camp 1,High,728 x 90,jkl,18199,101,11.0,64,2770.0306
14219,camp 1,High,728 x 90,mno,209924,675,74.0,503,25036.7874
14221,camp 1,Low,728 x 90,abc,50,0,0.0,0,0.0
14222,camp 1,Low,728 x 90,def,454,0,0.0,0,0.0
14223,camp 1,Low,728 x 90,ghi,148,3,0.3298,0,0.0
14224,camp 1,Low,728 x 90,jkl,75,0,0.0,0,0.0
14225,camp 1,Low,728 x 90,mno,1571,7,0.7703,2,215.2498
14227,camp 1,Medium,728 x 90,abc,628,12,1.3193,2,533.2184
14228,camp 1,Medium,728 x 90,def,3537,30,3.2983,10,447.4477
14229,camp 1,Medium,728 x 90,ghi,4802,120,13.1941,20,346.3046
14230,camp 1,Medium,728 x 90,jkl,1412,14,1.5422,0,0.0
14231,camp 1,Medium,728 x 90,mno,15689,96,10.5554,12,331.3973
14233,camp 3,High,240 x 400,def,1853,5,0.2748,0,0.0
14234,camp 3,High,240 x 400,ghi,8167,113,6.2122,16,1868.9689
14235,camp 3,High,240 x 400,jkl,2818,14,0.7699,0,0.0
14236,camp 3,High,240 x 400,mno,19768,34,1.869,1,456.7105
14237,camp 3,Low,240 x 400,def,1750,6,0.3302,0,0.0
14238,camp 3,Low,240 x 400,ghi,1667,20,1.0998,1,103.4936
14239,camp 3,Low,240 x 400,jkl,97,2,0.1099,0,0.0
14240,camp 3,Low,240 x 400,mno,11806,20,1.0998,0,0.0
14241,camp 3,Medium,240 x 400,def,4339,24,1.3193,0,0.0
14242,camp 3,Medium,240 x 400,ghi,8019,187,10.2798,0,0.0
14243,camp 3,Medium,240 x 400,jkl,1025,21,1.1547,0,0.0
14244,camp 3,Medium,240 x 400,mno,32416,149,8.1908,2,121.6264
14245,camp 3,High,300 x 250,abc,105,0,0.0,0,0.0
14246,camp 3,High,300 x 250,def,2347,9,0.4947,2,86.9938
14247,camp 3,High,300 x 250,ghi,1138,18,0.9895,1,225.6616
14248,camp 3,High,300 x 250,jkl,271,1,0.0549,0,0.0
14249,camp 3,High,300 x 250,mno,33575,100,5.4987,8,214.9325
14250,camp 3,Low,300 x 250,abc,116,0,0.0,0,0.0
14251,camp 3,Low,300 x 250,def,2677,9,0.4947,0,0.0
14252,camp 3,Low,300 x 250,ghi,296,3,0.1649,0,0.0
14253,camp 3,Low,300 x 250,jkl,5,0,0.0,0,0.0
14254,camp 3,Low,300 x 250,mno,30573,74,4.0687,0,0.0
14255,camp 3,Medium,300 x 250,abc,280,0,0.0,0,0.0
14256,camp 3,Medium,300 x 250,def,4988,40,2.1988,1,161.3577
14257,camp 3,Medium,300 x 250,ghi,1110,39,2.1439,0,0.0
14258,camp 3,Medium,300 x 250,jkl,30,0,0.0,0,0.0
14259,camp 3,Medium,300 x 250,mno,66798,277,15.2294,4,310.2651
14260,camp 3,High,468 x 60,def,112,0,0.0,0,0.0
14261,camp 3,High,468 x 60,ghi,3,0,0.0,0,0.0
14262,camp 3,High,468 x 60,jkl,1,0,0.0,0,0.0
14263,camp 3,High,468 x 60,mno,343,0,0.0,0,0.0
14264,camp 3,Low,468 x 60,def,35,0,0.0,0,0.0
14265,camp 3,Low,468 x 60,ghi,36,0,0.0,0,0.0
14266,camp 3,Low,468 x 60,mno,328,2,0.1099,0,0.0
14267,camp 3,Medium,468 x 60,def,79,0,0.0,0,0.0
14268,camp 3,Medium,468 x 60,ghi,60,0,0.0,0,0.0
14269,camp 3,Medium,468 x 60,mno,1070,1,0.0549,0,0.0
14270,camp 3,High,580 x 400,mno,5983,47,2.584,1,67.3098
14271,camp 3,Low,580 x 400,mno,5111,24,1.3193,0,0.0
14272,camp 3,Medium,580 x 400,mno,11594,148,8.1359,1,48.3894
14273,camp 3,High,670 x 90,def,407,2,0.1099,0,0.0
14274,camp 3,High,670 x 90,ghi,51,1,0.0549,0,0.0
14275,camp 3,High,670 x 90,jkl,40,0,0.0,0,0.0
14276,camp 3,High,670 x 90,mno,1901,1,0.0549,0,0.0
14277,camp 3,Low,670 x 90,def,1285,3,0.1649,0,0.0
14278,camp 3,Low,670 x 90,ghi,43,0,0.0,0,0.0
14279,camp 3,Low,670 x 90,mno,1936,4,0.2198,0,0.0
14280,camp 3,Medium,670 x 90,def,1602,12,0.6596,0,0.0
14281,camp 3,Medium,670 x 90,ghi,35,1,0.0549,0,0.0
14282,camp 3,Medium,670 x 90,jkl,22,0,0.0,0,0.0
14283,camp 3,Medium,670 x 90,mno,4001,15,0.8245,0,0.0
14284,camp 3,High,728 x 90,abc,446,1,0.0549,0,0.0
14285,camp 3,High,728 x 90,def,4546,6,0.3298,3,53.6393
14286,camp 3,High,728 x 90,ghi,1221,11,0.6046,0,0.0
14287,camp 3,High,728 x 90,jkl,1821,12,0.6596,0,0.0
14288,camp 3,High,728 x 90,mno,33379,62,3.4082,6,233.7288
14290,camp 3,Low,728 x 90,abc,562,4,0.2198,0,0.0
14291,camp 3,Low,728 x 90,def,4892,14,0.7696,0,0.0
14292,camp 3,Low,728 x 90,ghi,236,1,0.0549,0,0.0
14293,camp 3,Low,728 x 90,jkl,129,0,0.0,0,0.0
14294,camp 3,Low,728 x 90,mno,36238,75,4.1229,0,0.0
14295,camp 3,Medium,728 x 90,abc,1645,3,0.1649,0,0.0
14296,camp 3,Medium,728 x 90,def,10466,34,1.869,0,0.0
14297,camp 3,Medium,728 x 90,ghi,793,8,0.4397,1,120.6918
14298,camp 3,Medium,728 x 90,jkl,1042,20,1.0994,0,0.0
14299,camp 3,Medium,728 x 90,mno,67883,255,14.0179,4,241.3562
14301,camp 3,High,800 x 250,mno,2,0,0.0,0,0.0
14302,camp 3,Medium,800 x 250,mno,11,0,0.0,0,0.0
14303,camp 1,High,240 x 400,def,10253,51,5.0,30,2036.2959
14304,camp 1,High,240 x 400,ghi,182326,3224,356.0,1575,81569.1548
14305,camp 1,High,240 x 400,jkl,19877,148,16.0,64,2603.0341
14306,camp 1,High,240 x 400,mno,87712,308,34.0,248,13233.8958
14307,camp 1,Low,240 x 400,def,105,0,0.0,0,0.0
14308,camp 1,Low,240 x 400,ghi,511,19,2.1033,1,36.2134
14309,camp 1,Low,240 x 400,jkl,82,5,0.5535,1,8.5932
14310,camp 1,Low,240 x 400,mno,444,1,0.1107,0,0.0
14311,camp 1,Medium,240 x 400,def,722,4,0.4428,0,0.0
14312,camp 1,Medium,240 x 400,ghi,9750,358,39.6292,22,2192.7689
14313,camp 1,Medium,240 x 400,jkl,1367,26,2.8782,5,538.2475
14314,camp 1,Medium,240 x 400,mno,6489,53,5.8661,6,741.2262
14315,camp 1,High,300 x 250,abc,996,4,0.0,0,0.0
14316,camp 1,High,300 x 250,def,20607,68,7.0,48,1696.7369
14317,camp 1,High,300 x 250,ghi,35996,332,36.0,290,9916.6833
14318,camp 1,High,300 x 250,jkl,3279,14,1.0,7,346.0133
14319,camp 1,High,300 x 250,mno,195393,893,98.0,1121,53300.475
14320,camp 1,Low,300 x 250,abc,5,0,0.0,0,0.0
14321,camp 1,Low,300 x 250,def,156,0,0.0,0,0.0
14322,camp 1,Low,300 x 250,ghi,61,2,0.2214,0,0.0
14323,camp 1,Low,300 x 250,jkl,4,0,0.0,0,0.0
14324,camp 1,Low,300 x 250,mno,1497,11,1.2145,0,0.0
14325,camp 1,Medium,300 x 250,abc,99,1,0.1107,0,0.0
14326,camp 1,Medium,300 x 250,def,1809,16,1.7712,0,0.0
14327,camp 1,Medium,300 x 250,ghi,1428,35,3.8745,2,191.9298
